codigo;nome;categoria;Energia (kcal);Carboidrato disponível (g);Proteína (g);Lipídios (g);Fibra alimentar (g);Ácidos graxos saturados (g);Ácidos graxos trans (g);Sódio (mg);Açúcar de adição (g);Alfa-tocoferol (Vitamina E) (mg);Carboidrato total (g);Cinzas (g);Cobre (mg);Colesterol (g);Colesterol (mg);Cálcio (mg);Energia (kJ);Equivalente de folato (mcg);Ferro (mg);Fósforo (mg);Magnésio (mg);Niacina (mg);Potássio (mg);Riboflavina (mg);Sal de adição (g);Selênio (mcg);Tiamina (mg);Umidade (g);Vitamina A (RAE) (mcg);Vitamina A (RE) (mcg);Vitamina B12 (mcg);Vitamina B6 (mg);Vitamina C (mg);Vitamina D (mcg);Zinco (mg);Ácidos graxos monoinsaturados (g);Ácidos graxos poliinsaturados (g);Álcool (g)
C0052E;Peixe, água salgada, pescada branca, cru,;Pescados e Frutos do mar;104.00;0.04;16.00;4.49;0.00;0.80;0.01;76.20;0.00;0.15;0.04;0.94;0.00;;50.80;15.70;437.00;11.80;0.16;135.00;19.20;0.00;261.00;0.04;0.00;;0.00;78.60;2.77;2.77;0.79;0.00;0.00;9.19;0.25;2.40;0.90;0.00
C0055E;Peixe, água salgada, pescada, filé, cru, Cynoscion spp.,;Pescados e Frutos do mar;101.00;0.00;16.50;3.90;0.00;0.90;0.01;77.50;0.00;;0.00;0.83;0.00;;64.80;13.50;424.00;11.70;0.17;141.00;22.80;0.00;253.00;0.05;0.00;;0.00;78.80;47.90;47.90;0.78;0.00;0.00;8.20;0.25;2.30;0.30;0.00
C0058E;Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis,;Pescados e Frutos do mar;77.00;0.44;16.30;1.22;0.00;0.30;;120.00;0.00;0.04;0.44;1.56;0.10;;83.60;331.00;326.00;10.70;0.55;326.00;33.80;6.60;303.00;0.00;0.00;;0.08;80.60;0.00;0.00;0.71;0.00;0.00;2.34;0.55;0.20;0.40;0.00
C0059E;Peixe, água salgada, porquinho, cru, Balistes carolinensis,;Pescados e Frutos do mar;84.00;0.04;19.40;0.66;0.00;0.40;0.00;66.70;0.00;;0.04;1.15;0.04;;48.60;25.90;354.00;;0.39;207.00;24.40;1.19;313.00;0.00;0.00;34.00;0.00;78.80;4.65;4.65;;0.00;;;0.66;0.10;0.00;0.00
C0065E;Peixe, água salgada, salmão, s/ pele, fresco, cru, Salmo salar,;Pescados e Frutos do mar;168.00;0.83;19.30;9.71;0.00;2.47;;64.20;0.00;;0.83;1.22;0.02;;53.00;8.75;701.00;24.60;0.24;258.00;27.40;3.21;376.00;0.03;0.00;;0.20;69.00;0.00;0.00;3.13;0.00;0.00;;0.34;2.90;3.13;0.00
C0073E;Peixe, água salgada, sardinha, filé, conserva, em óleo,;Pescados e Frutos do mar;277.00;0.01;18.10;22.80;0.00;4.10;0.07;665.00;0.00;4.05;0.01;3.24;0.11;;72.60;393.00;1149.00;1.67;3.96;496.00;34.90;6.55;367.00;0.04;;46.00;0.42;55.90;0.00;0.00;7.32;0.00;0.00;9.54;2.06;5.50;11.90;0.00
C0070E;Peixe, água salgada, sardinha, filé, crua,;Pescados e Frutos do mar;139.00;0.04;18.80;7.12;0.00;4.57;0.00;71.50;0.00;1.27;0.04;1.71;0.35;;162.00;198.00;584.00;8.12;1.58;370.00;33.80;7.92;839.00;0.07;0.00;;0.00;72.30;0.00;0.00;7.26;0.00;0.00;2.98;1.29;1.34;0.54;0.00
C0069E;Peixe, água salgada, sardinha, inteira, crua,;Pescados e Frutos do mar;151.00;5.19;19.80;5.68;0.00;3.64;0.00;61.40;0.00;1.01;5.19;1.97;0.13;;129.00;170.00;635.00;8.02;1.36;298.00;29.00;7.83;317.00;0.07;0.00;64.00;0.00;67.40;0.00;0.00;7.17;0.00;0.00;2.38;1.76;1.07;0.43;0.00
C0082E;Peixe, água salgada, surimi, fresco,;Pescados e Frutos do mar;67.00;1.72;13.70;0.56;0.00;0.12;;99.00;0.00;0.39;1.72;0.41;;;18.60;6.23;283.00;1.73;0.18;195.00;29.80;0.19;77.50;0.02;;;0.02;83.60;12.40;;1.38;0.03;0.00;;0.23;0.09;0.27;0.00
C0080E;Peixe, água salgada, tainha, filé, cru, Mugil cephalus,;Pescados e Frutos do mar;150.00;0.00;25.20;5.50;0.00;1.62;;48.60;0.00;;0.00;1.34;0.07;;71.10;30.70;631.00;6.74;0.76;165.00;21.70;3.89;267.00;0.06;0.00;;0.07;68.00;53.70;;0.16;0.32;0.90;;0.39;1.56;1.04;0.00
C0484F;Pepperoni, carne e porco, fatiado,;Carnes e derivados;498.00;1.18;19.30;46.30;0.00;17.70;1.53;1582.00;;1.03;1.18;4.74;0.09;;97.00;19.00;2060.00;5.00;1.33;158.00;18.00;4.99;274.00;0.26;;29.00;0.27;28.60;0.00;;1.30;0.36;0.00;1.30;2.44;20.80;4.46;0.00
C0173C;Pequi, polpa, maduro, in natura, Caryocar brasiliense Camb.,;Frutas e derivados;185.00;5.95;2.34;18.00;19.00;;0.00;1.74;0.00;;13.10;0.72;0.44;;0.00;34.30;756.00;;0.60;35.20;38.50;2.57;167.00;0.48;0.00;;0.17;65.90;28.80;57.50;0.00;0.06;8.28;0.00;0.72;;;0.00
C0198F;Peru, congelado, cru,;Carnes e derivados;89.00;0.03;18.00;1.83;0.00;0.40;;710.00;;0.01;0.03;2.46;0.36;;68.20;9.88;374.00;5.05;0.87;216.00;18.80;4.23;281.00;0.00;;;0.06;77.70;0.00;0.00;0.19;0.00;0.00;0.03;1.44;0.40;0.70;0.00
C0705B;Picles, pepino, azedo,;Vegetais e derivados;10.00;1.06;0.33;0.20;1.20;0.05;0.00;1208.00;;0.90;2.26;3.13;0.09;;0.00;0.00;41.00;1.00;0.40;14.00;4.00;0.00;23.00;0.10;;0.00;0.00;94.10;10.00;;0.00;0.01;0.00;0.00;0.02;0.00;0.08;0.00
C0798B;Pimenta, branca, em grão, Piper nigrum,;Vegetais e derivados;306.00;48.30;10.40;2.12;26.20;0.63;0.00;5.00;0.00;0.00;74.50;1.59;0.91;;0.00;265.00;1285.00;10.00;14.30;176.00;90.00;0.21;73.00;0.13;0.00;3.10;0.02;11.40;0.00;0.00;0.00;0.10;21.00;0.00;1.13;0.79;0.62;0.00
C0825B;Pimenta, jalapeño, in natura, Capsicum anuum,;Vegetais e derivados;27.00;3.70;0.91;0.37;2.80;0.09;0.00;3.00;0.00;3.58;6.50;0.53;0.05;;0.00;12.00;114.00;27.00;0.25;26.00;15.00;1.28;248.00;0.07;0.00;0.40;0.04;91.70;54.00;;0.00;0.42;118.00;0.00;0.14;0.03;0.11;0.00
C0797B;Pimenta, preta, em grão, Piper nigrum,;Vegetais e derivados;298.00;44.10;10.40;3.26;25.30;1.33;0.00;20.00;0.00;1.04;69.40;4.49;1.33;;0.00;443.00;1249.00;17.00;9.71;158.00;171.00;1.14;1329.00;0.18;0.00;4.90;0.11;12.50;27.00;;0.00;0.29;0.00;0.00;1.19;0.74;1.00;0.00
C0828B;Pimenta, vermelha, caiena, in natura, Capsicum annuum Capsicum frutescens,;Vegetais e derivados;376.00;29.40;12.00;17.30;27.20;3.26;0.00;30.00;0.00;29.80;56.60;6.04;0.37;;0.00;148.00;1561.00;106.00;7.80;293.00;152.00;8.70;2014.00;0.92;0.00;8.80;0.33;8.05;2081.00;;0.00;2.45;76.40;0.00;2.48;2.75;8.37;0.00
C0039B;Pimentão, amarelo, cru, Capsicum annuum L.,;Vegetais e derivados;26.00;3.82;1.21;0.30;1.80;0.03;0.00;0.00;0.00;1.60;5.63;0.50;0.04;;0.00;9.03;111.00;24.90;0.39;21.00;10.20;0.00;207.00;0.03;0.00;0.20;0.04;92.40;13.90;27.80;0.00;0.06;189.00;0.00;0.14;0.00;0.07;0.00
C0037B;Pimentão, verde, cru, Capsicum annuum L.,;Vegetais e derivados;20.00;2.78;0.91;0.27;1.59;0.09;0.00;0.00;0.00;0.59;4.38;0.38;0.07;;0.00;7.98;86.00;9.72;0.38;15.10;9.99;0.00;159.00;0.00;0.00;0.20;0.00;94.10;19.20;38.30;0.00;0.00;91.90;0.00;0.18;0.01;0.10;0.00
C0038B;Pimentão, vermelho, cru, Capsicum annuum L.,;Vegetais e derivados;24.00;3.87;1.04;0.15;1.59;0.01;0.00;0.00;0.00;0.77;5.47;0.44;0.05;;0.00;6.37;102.00;41.90;0.33;20.00;11.10;0.00;210.00;0.06;0.00;0.20;0.05;92.90;34.20;68.30;0.00;0.02;158.00;0.00;0.19;0.00;0.03;0.00
C0031B;Pimentão, vários tipos, cru (média de diferentes amostras), Capsicum annuum L.,;Vegetais e derivados;24.00;3.57;1.10;0.27;1.67;0.05;0.00;0.00;0.00;1.13;5.25;0.46;0.05;;0.00;7.99;103.00;26.50;0.39;19.60;10.50;0.00;202.00;0.03;0.00;0.20;0.03;92.90;19.90;39.80;0.00;0.03;153.00;0.00;0.17;0.01;0.08;0.00
C0084C;Pinha, in natura, Annona squamosa L.,;Frutas e derivados;92.00;19.10;1.49;0.32;3.36;0.10;0.00;1.34;0.00;;22.40;0.70;0.11;;0.00;20.90;388.00;;0.21;34.40;30.50;0.00;283.00;0.04;0.00;;0.12;75.00;;;0.00;0.09;35.90;0.00;0.24;0.00;0.10;0.00
C0015U;Pistache, cru, s/ sal, Pistacia vera,;Sementes e Oleaginosas;576.00;16.60;20.20;45.30;10.60;5.91;;1.00;0.00;2.86;27.20;2.98;1.30;;0.00;105.00;2386.00;51.00;3.92;490.00;121.00;1.30;1025.00;0.16;0.00;0.70;0.87;4.37;;;0.00;1.70;5.60;0.00;2.20;23.30;14.40;0.00
C0225C;Pitaia, in natura, Hylocereus undatus,;Frutas e derivados;55.00;11.40;1.40;0.40;1.80;;;;0.00;;13.20;0.60;;;0.00;10.00;232.00;;1.30;26.00;;0.30;;0.04;0.00;;0.04;84.40;0.00;0.00;;;8.00;;;;;0.00
C0068C;Pitanga, in natura, Eugenia uniflora L.,;Frutas e derivados;37.00;6.58;0.84;0.20;2.67;;0.00;1.43;0.00;;9.25;0.32;0.07;;0.00;15.80;155.00;;0.35;16.00;11.10;0.00;201.00;0.10;0.00;;0.03;89.40;68.40;136.00;0.00;0.00;24.90;0.00;0.20;;;0.00
C0085C;Pitanga, polpa, congelada,;Frutas e derivados;20.00;4.02;0.29;0.12;0.74;;0.00;5.03;0.00;;4.76;0.26;0.06;;0.00;7.80;84.00;;0.37;12.20;6.20;0.00;87.30;0.00;0.00;;0.00;94.60;72.80;145.00;0.00;0.00;0.00;0.00;0.09;;;0.00
C0287C;Pitomba, polpa, crua, Talisia esculenta,;Frutas e derivados;67.00;13.00;1.65;0.40;2.40;;0.00;;0.00;;15.40;0.66;0.10;0.00;;25.00;283.00;;1.08;17.90;16.30;;91.90;;0.00;;;81.90;;;0.00;;;;0.46;;;0.00
C0097B;Polvilho, doce,;Vegetais e derivados;349.00;86.60;0.43;0.00;0.24;;;1.58;0.00;;86.80;0.17;0.00;;0.00;27.40;1481.00;;0.51;8.38;4.10;0.00;37.60;0.00;0.00;;0.00;12.60;;;0.00;0.00;0.00;;0.00;;;0.00
C0528F;Presunto cru, carne porco salgada,  cru, tipo Parma,;Carnes e derivados;268.00;0.00;25.50;18.40;0.00;6.05;;2578.00;;0.06;0.00;5.50;0.17;;72.00;16.00;1114.00;;0.70;261.00;26.00;5.50;373.00;0.20;;6.00;1.77;50.60;0.00;0.00;0.00;0.43;0.00;0.60;3.20;8.22;2.27;0.00
C0831B;Páprica, em pó, Capsicum annuum,;Vegetais e derivados;319.00;19.10;14.10;12.90;34.90;2.14;0.00;68.00;0.00;29.10;54.00;7.74;0.71;;0.00;229.00;1321.00;49.00;21.10;314.00;178.00;10.10;2280.00;1.23;0.00;6.30;0.33;11.20;2463.00;;0.00;2.14;0.90;0.00;4.33;1.70;7.77;0.00
C0002A;Pão francês, trigo, branco, de padaria (médias de diferentes amostras),;Cereais e derivados;300.00;59.00;9.83;2.12;2.61;0.68;0.25;681.00;;0.18;61.60;1.74;0.14;;0.00;14.20;1270.00;149.00;4.33;99.70;24.90;2.46;149.00;0.70;;7.30;0.41;24.70;2.04;2.04;0.00;0.63;0.00;0.00;0.82;0.62;0.48;0.00
C0733A;Pão, italiano,;Cereais e derivados;261.00;46.90;8.80;3.50;3.20;0.00;;550.00;;0.29;50.10;1.90;0.19;;0.00;78.00;1102.00;304.00;2.94;103.00;27.00;4.38;110.00;0.29;;27.20;0.47;35.70;0.00;0.00;0.00;0.05;0.00;0.00;0.86;0.81;1.39;0.00
C0146A;Pão, milho, forma,;Cereais e derivados;278.00;52.10;8.30;3.11;4.30;0.60;0.07;506.00;;0.17;56.40;1.77;0.10;;5.68;77.80;1176.00;118.00;3.04;110.00;29.40;0.00;89.00;0.00;;5.50;0.08;30.40;1.03;2.06;0.22;0.08;0.00;0.00;0.82;0.60;1.00;0.00
C1048A;Pão, sírio, integral,;Cereais e derivados;266.00;49.80;9.80;1.71;6.10;0.15;;527.00;;0.61;55.90;2.00;0.29;;0.00;15.00;1125.00;35.00;3.06;180.00;69.00;2.84;170.00;0.08;;44.00;0.34;30.60;0.00;0.00;0.00;0.27;0.00;0.00;1.52;0.25;0.75;0.00
C0575A;Pão, sírio, trigo,;Cereais e derivados;266.00;53.50;9.10;1.20;2.20;0.17;;536.00;;0.30;55.70;1.90;0.17;;0.00;86.00;1126.00;165.00;2.62;97.00;26.00;4.63;120.00;0.33;;27.10;0.60;32.10;0.00;0.00;0.00;0.40;0.00;0.00;0.84;0.11;0.54;0.00
C0148A;Pão, trigo, bisnaguinha,;Cereais e derivados;315.00;56.30;7.31;6.03;3.20;1.61;0.70;218.00;;0.15;59.50;2.26;0.11;;15.60;82.30;1330.00;148.00;2.75;90.00;23.00;3.32;98.60;0.22;;5.50;0.36;24.90;2.60;;0.11;0.05;1.15;0.00;1.44;2.52;1.10;0.00
C0003A;Pão, trigo, branco, forma, tradicional (média de diferentes marcas),;Cereais e derivados;260.00;48.80;9.53;2.41;2.68;0.56;0.21;860.00;;0.16;51.50;1.98;0.13;;0.00;100.00;1102.00;132.00;3.42;144.00;52.90;0.00;248.00;0.04;;5.50;0.08;34.60;0.00;0.00;0.00;0.15;0.00;0.00;1.39;0.64;0.80;0.00
C0004A;Pão, trigo, branco, hamburguer/hot dog/leite, de padaria (média de diferentes tipos),;Cereais e derivados;292.00;53.40;9.39;3.87;2.84;1.09;0.08;413.00;;0.27;56.20;1.82;0.00;;22.60;49.60;1233.00;124.00;3.63;96.70;21.30;0.00;87.60;0.04;;5.50;0.08;28.70;0.00;0.00;0.22;0.14;0.00;0.00;2.05;0.95;0.95;0.00
C0874A;Pão, trigo, ciabatta,;Cereais e derivados;269.00;47.80;10.10;1.90;3.00;0.28;0.02;486.00;;0.30;50.80;1.90;;;0.00;60.00;1137.00;365.00;1.56;103.00;28.00;4.13;127.00;0.04;;10.60;0.56;35.30;0.00;0.00;0.01;0.08;0.00;;0.87;0.67;0.70;0.00
C0150A;Pão, trigo, fonte de fibra, forma (média de vários tipos),;Cereais e derivados;255.00;44.90;10.80;2.52;4.86;0.70;0.20;555.00;;1.92;49.80;2.20;0.14;;0.00;120.00;1080.00;45.00;3.86;187.00;58.60;0.00;186.00;0.04;;;0.08;34.70;0.00;0.00;0.00;0.12;0.00;0.00;1.66;0.70;1.05;0.00
C0145A;Pão, trigo, gluten, forma,;Cereais e derivados;244.00;41.60;12.00;2.73;2.48;0.50;0.16;399.00;;0.45;44.10;0.53;0.06;;;155.00;1032.00;171.00;5.71;105.00;24.20;0.00;64.70;0.03;;;0.04;40.70;0.00;0.00;0.00;0.00;0.00;0.00;1.28;0.60;0.70;0.00
C0149A;Pão, trigo, integral,;Cereais e derivados;232.00;40.40;10.70;1.79;5.58;0.34;0.14;469.00;;1.36;45.90;2.15;0.14;;;122.00;979.00;41.70;2.77;179.00;56.10;0.00;151.00;0.04;;;0.07;39.40;0.00;0.00;0.00;0.14;0.00;0.00;1.47;0.39;0.54;0.00
C0155A;Pão, trigo, integral, forma (média de diferentes marcas),;Cereais e derivados;249.00;43.30;10.50;2.54;5.29;0.49;0.20;495.00;;1.93;48.60;2.22;0.14;;0.00;128.00;1052.00;92.20;2.92;189.00;59.20;0.00;159.00;0.04;;5.50;0.08;36.10;0.12;0.24;0.00;0.14;0.00;;1.55;0.56;0.77;0.00
C0159A;Pão, trigo, p/ hot dog,;Cereais e derivados;292.00;51.00;10.10;4.63;2.95;1.30;0.10;410.00;;0.32;54.00;2.00;0.00;;27.00;49.20;1234.00;141.00;2.16;95.90;21.20;0.00;86.80;0.04;;;0.08;29.30;34.30;;0.22;0.14;0.00;0.00;2.53;1.14;1.14;0.00
C0160A;Pão, trigo, sovado,;Cereais e derivados;300.00;59.00;8.40;2.84;2.43;0.80;0.06;430.00;;0.07;61.50;1.55;0.00;;16.60;51.60;1271.00;188.00;2.27;100.00;22.20;0.00;91.20;0.04;;;0.08;25.80;0.00;0.00;0.00;0.15;0.00;0.00;2.66;0.70;0.70;0.00
C0157A;Pão, trigo/centeio, preto, forma,;Cereais e derivados;250.00;43.70;10.00;2.70;5.38;0.52;0.21;496.00;;2.05;49.00;2.24;0.14;;;129.00;1056.00;44.10;2.93;189.00;59.30;0.00;159.00;0.04;;;0.08;36.00;0.00;0.00;0.00;0.14;0.00;0.00;1.56;0.59;0.81;0.00
C0031C;Pêssego, in natura, Prunus persica,;Frutas e derivados;42.00;8.19;0.88;0.18;1.89;0.01;0.00;0.00;0.00;0.53;10.10;0.50;0.02;;0.00;2.92;176.00;4.18;0.24;16.80;6.97;0.00;134.00;0.00;0.00;0.10;0.05;88.40;23.50;47.00;0.00;0.00;3.55;0.00;0.09;0.05;0.06;0.00
C0090G;Queijo, cheddar,;Leite e derivados;404.00;3.09;22.90;33.30;0.00;18.90;0.92;653.00;;0.71;3.09;3.71;0.03;;99.00;710.00;1674.00;27.00;0.14;455.00;27.00;0.06;76.00;0.04;;28.50;0.03;37.00;330.00;1242.00;1.10;0.07;0.00;0.60;3.64;9.25;1.42;0.00
C0048G;Queijo, coalho,;Leite e derivados;335.00;1.94;23.70;25.90;0.00;13.90;1.04;526.00;0.00;0.65;1.94;4.06;0.07;;80.20;731.00;1393.00;63.20;0.23;423.00;28.50;0.00;126.00;0.34;;;0.03;44.40;117.00;117.00;0.35;0.00;0.53;0.27;2.82;5.87;0.35;0.00
C0049G;Queijo, fundido,;Leite e derivados;302.00;0.10;27.40;21.40;;12.40;0.80;928.00;0.00;;0.10;5.40;0.05;;64.00;384.00;1258.00;4.77;0.32;687.00;19.00;0.00;230.00;0.24;;;0.00;45.80;616.00;;1.22;0.00;0.00;;1.55;5.69;0.31;0.00
C0132G;Queijo, gorgonzola,;Leite e derivados;324.00;1.00;19.10;27.10;0.00;13.10;;600.00;;;1.00;2.00;0.00;;70.00;401.00;1344.00;;0.30;326.00;2.81;0.90;111.00;0.18;;7.00;0.01;50.80;;190.00;1.30;0.07;0.00;0.24;2.81;7.10;0.73;
C0136G;Queijo, gouda,;Leite e derivados;356.00;2.22;24.90;27.40;0.00;17.60;;819.00;0.00;0.24;2.22;3.94;0.04;;114.00;700.00;1477.00;21.00;0.24;546.00;29.00;0.06;121.00;0.33;;14.50;0.03;41.50;165.00;;1.54;0.08;0.00;0.50;3.90;7.75;0.66;0.00
C0047G;Queijo, leite de vaca e búfala, muçarela,;Leite e derivados;311.00;3.35;21.40;23.50;;13.30;0.80;537.00;0.00;0.18;3.35;2.22;0.08;;74.30;246.00;1291.00;7.07;0.28;434.00;21.80;0.00;57.20;0.18;;13.80;0.00;49.50;104.00;112.00;2.30;0.00;0.00;0.37;3.25;5.55;0.46;0.00
C0052G;Queijo, minas, frescal,;Leite e derivados;243.00;3.02;15.90;18.60;0.00;11.40;0.66;31.20;0.00;0.29;3.02;2.97;0.00;;62.00;611.00;1009.00;5.83;0.93;123.00;14.80;0.00;104.00;0.25;;9.90;0.00;59.60;147.00;147.00;1.40;0.00;0.00;2.11;1.51;5.80;0.40;0.00
C0056G;Queijo, minas, padrão (média de diferentes amostras),;Leite e derivados;295.00;7.54;20.40;20.40;0.00;8.14;0.99;665.00;0.00;0.39;7.54;4.04;0.05;;53.10;743.00;1229.00;7.15;0.66;326.00;45.20;0.00;107.00;0.32;;;0.03;47.60;;;1.79;0.00;0.00;0.59;1.70;5.59;0.34;0.00
C0058G;Queijo, minas, padrão, Teixeira,;Leite e derivados;336.00;2.37;18.80;27.90;0.00;7.70;1.12;1250.00;0.00;0.54;2.37;4.22;0.07;;52.00;1020.00;1393.00;7.28;1.09;405.00;27.30;0.00;120.00;0.33;;;0.03;46.70;;;1.82;0.00;0.00;0.80;2.70;6.34;0.38;0.00
C0060G;Queijo, minas, tipo parmesão,;Leite e derivados;448.00;0.10;31.90;35.00;2.38;20.60;1.22;1662.00;0.00;0.30;2.48;6.16;0.17;;110.00;1020.00;1859.00;7.47;1.12;744.00;33.40;0.00;96.20;0.42;;24.00;0.00;24.40;76.60;84.00;1.28;0.22;0.00;0.68;4.36;9.09;0.42;0.00
C0059G;Queijo, muçarela (média de diferentes amostras),;Leite e derivados;320.00;1.97;23.80;24.10;0.00;13.60;0.82;506.00;0.00;0.21;1.97;3.71;0.06;;76.20;774.00;1331.00;7.51;0.27;463.00;22.80;0.00;68.40;0.20;;18.20;0.00;46.40;107.00;112.00;2.45;0.00;0.00;0.43;3.61;5.70;0.48;0.00
C0061G;Queijo, parmesão, ralado, Teixeira,;Leite e derivados;478.00;4.83;32.10;36.70;2.52;21.20;1.28;1480.00;0.00;0.31;4.83;6.48;0.17;;42.00;1050.00;1985.00;7.91;1.70;756.00;33.90;0.00;97.80;0.45;;;0.00;19.90;76.60;84.00;1.36;0.24;0.00;0.71;4.43;9.52;0.44;0.00
C0062G;Queijo, pasteurizado (média de diferentes amostras),;Leite e derivados;310.00;4.12;10.50;27.90;;15.90;1.03;780.00;0.00;;4.12;3.42;0.05;;82.20;323.00;1281.00;4.04;0.27;577.00;16.00;0.00;193.00;0.20;;;0.00;54.10;804.00;;1.03;0.00;0.00;;1.30;7.30;0.40;0.00
C0063G;Queijo, pasteurizado, Polenghinho,;Leite e derivados;310.00;4.12;10.50;27.90;0.00;16.20;1.05;786.00;0.00;;4.12;3.42;0.05;;83.60;325.00;1281.00;4.04;0.27;582.00;16.10;0.00;195.00;0.20;;13.10;0.00;54.10;;;1.03;0.00;0.00;;1.31;7.43;0.41;0.00
C0050G;Queijo, petit suisse, sabor morango,;Leite e derivados;123.00;18.50;5.79;2.84;;1.60;0.09;412.00;;0.00;18.50;0.70;0.01;;12.10;730.00;517.00;11.60;0.14;448.00;26.50;2.68;121.00;0.27;;;0.22;72.20;;;0.62;0.21;0.00;0.00;2.66;0.80;0.00;0.00
C0064G;Queijo, prato,;Leite e derivados;346.00;0.20;24.20;27.60;;16.30;0.87;550.00;0.00;0.23;0.20;3.68;0.07;;90.90;802.00;1436.00;7.75;0.26;467.00;27.90;0.00;79.70;0.22;;13.10;0.00;44.30;122.00;128.00;2.52;0.00;0.00;0.05;3.37;6.78;0.53;0.00
C0057G;Queijo, provolone,;Leite e derivados;350.00;2.14;25.60;26.60;0.00;17.20;;876.00;;0.23;2.14;4.71;0.03;;69.00;756.00;1456.00;10.00;0.52;496.00;28.00;0.16;138.00;0.32;;;0.02;41.00;236.00;;1.46;0.07;0.00;0.50;3.23;7.39;0.77;0.00
C0065G;Queijo, requeijao do norte (queijo de manteiga),;Leite e derivados;260.00;0.80;28.20;16.00;;8.62;0.64;464.00;0.00;0.33;0.80;3.96;0.06;;49.70;644.00;1086.00;57.00;0.20;372.00;25.10;0.00;111.00;0.30;;;0.03;51.00;;;0.31;0.00;0.47;0.13;2.49;3.64;0.22;0.00
C0066G;Queijo, requeijão (média de diferentes amostras),;Leite e derivados;281.00;3.03;9.91;25.50;0.00;14.90;0.72;608.00;0.00;0.69;3.03;2.46;0.05;;80.20;283.00;1164.00;11.80;0.13;488.00;10.80;0.00;101.00;0.21;;13.00;0.00;59.10;213.00;214.00;0.39;0.00;0.00;0.45;1.40;6.96;0.33;0.00
C0067G;Queijo, requeijão, Danúbio,;Leite e derivados;294.00;2.20;9.50;27.50;0.00;14.80;0.71;572.00;0.00;0.74;2.20;2.80;0.05;;79.40;291.00;1216.00;12.10;0.12;459.00;11.10;0.00;95.50;0.20;;;0.00;58.00;;;0.40;0.00;0.00;0.48;1.44;6.90;0.32;0.00
C0068G;Queijo, requeijão, Vigor,;Leite e derivados;291.00;4.46;10.60;25.60;0.00;13.70;0.66;589.00;0.00;0.69;4.46;2.55;0.05;;73.90;299.00;1203.00;12.50;0.12;472.00;11.40;0.00;98.30;0.20;;;0.02;56.80;;;0.42;0.00;0.00;0.45;1.48;6.42;0.30;0.00
C0051G;Queijo, ricota,;Leite e derivados;139.00;3.79;12.60;8.11;;4.50;0.25;282.00;0.00;0.07;3.79;1.93;0.00;;48.70;253.00;579.00;11.20;0.14;161.00;11.80;0.00;112.00;0.15;;;0.00;73.60;54.60;56.30;0.32;0.00;0.00;0.12;0.46;2.40;0.20;0.00
C0071G;Queijo, tilst,;Leite e derivados;265.00;42.80;6.92;26.00;0.00;16.80;;753.00;0.00;0.00;42.80;0.00;0.00;;102.00;700.00;1119.00;20.00;0.23;500.00;13.00;0.20;65.00;0.36;;26.90;0.06;42.90;71.00;;2.10;0.06;0.00;20.00;3.22;7.14;0.72;0.00
C0032B;Quiabo, cru, Hibiscus esculentus L.,;Vegetais e derivados;27.00;2.45;1.77;0.20;4.08;0.03;0.00;0.87;0.00;0.28;6.52;0.72;0.16;;0.00;84.30;112.00;53.00;0.36;54.60;45.50;0.00;243.00;0.00;0.00;0.30;0.10;90.80;24.20;48.30;0.00;0.03;5.47;0.00;0.52;0.02;0.03;0.00
C0398A;Quinoa, grão, crua, Chenopodium quinoa,;Cereais e derivados;354.00;57.20;14.10;6.07;7.00;0.71;;5.00;0.00;2.44;64.20;2.37;0.59;;0.00;47.00;1492.00;184.00;4.57;457.00;197.00;1.52;563.00;0.32;0.00;8.50;0.36;13.30;1.00;;0.00;0.49;0.00;0.00;3.10;1.61;3.29;0.00
C0033B;Repolho, cru, Brassica oleracea L.,;Vegetais e derivados;20.00;2.50;1.12;0.14;1.92;0.05;0.00;3.32;0.00;0.21;4.42;0.48;0.05;;0.00;39.30;82.00;34.10;0.14;16.70;11.30;0.00;208.00;0.04;0.00;0.00;0.00;93.80;50.20;100.00;0.00;0.07;22.00;0.00;0.17;0.02;0.02;0.00
C0080B;Repolho, roxo, cru, Brassica oleracea var. capitata,;Vegetais e derivados;22.00;3.19;1.22;0.06;1.68;0.01;0.00;1.57;0.00;0.04;4.87;0.50;0.61;;0.00;29.30;91.00;12.50;0.35;38.80;12.10;0.00;220.00;0.00;0.00;0.42;0.05;93.30;21.60;43.20;0.00;0.06;29.00;0.00;0.17;0.00;0.03;0.00
C0086C;Romã, in natura, Punica granatum L.,;Frutas e derivados;61.00;14.70;0.40;0.00;0.44;;0.00;0.59;0.00;;15.50;0.50;0.19;;0.00;4.75;260.00;;0.26;40.30;12.70;0.00;484.00;0.17;0.00;;0.12;84.00;;;0.00;0.05;8.12;0.00;0.67;;;0.00
C0081B;Rúcula, crua, Eruca sativa L.,;Vegetais e derivados;17.00;0.29;2.48;0.12;2.43;0.02;0.00;6.71;0.00;0.08;2.72;1.15;0.07;;0.00;107.00;71.00;75.80;1.02;31.40;23.90;0.44;298.00;0.00;0.00;0.23;0.05;93.50;282.00;564.00;0.00;0.00;57.80;0.00;0.31;0.01;0.06;0.00
